object-id,filename,title,creator,publisher/publication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,note
230937,https://catalog.sage.eou.edu/eg/opac/record/230937,Learning from the Indians,"James, George Wharton 1858-1923",,,1973,,Indian art -- Indians of North America -- Social life and customs -- Indians of North America -- Religion;Indian art North America Indians of North America Social life and customs Indians of North America Religion;North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/230937,record,url,eng,,,
231315,https://catalog.sage.eou.edu/eg/opac/record/231315,Views of a vanishing frontier,,,,1984,,"Bodmer, Karl 1809-1893;Bodmer, Karl 1809-1893 Wied, Maximilian Prinz von 1782-1867;Indians of North America -- Description and travel;Indians of North America Missouri River Valley Exhibitions Missouri River Valley Description and travel Exhibitions Bodmer, Karl 1809-1893 Exhibitions Wied, Maximilian Prinz von 1782-1867 Exhibitions;Missouri River Valley -- Missouri River Valley;Wied, Maximilian Prinz von 1782-1867",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/231315,record,url,eng,,,"{""0936364130 (soft)"",0936364122}"
231342,https://catalog.sage.eou.edu/eg/opac/record/231342,The mystic warriors of the Plains,"Mails, Thomas E.",,,1972,,Great Plains -- Great Plains -- Great Plains -- Great Plains -- Great Plains;Indians of North America -- Social life and customs -- Indians of North America -- Rites and ceremonies -- Indians of North America -- Religion -- Indians of North America -- Medicine -- Indians of North America -- Politics and government;Indians of North America Great Plains Social life and customs Indians of North America Great Plains Rites and ceremonies Indians of North America Great Plains Religion Indians of North America Medicine Great Plains Indians of North America Great Plains Politics and government,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/231342,record,url,eng,,,{038504741X}
231652,https://catalog.sage.eou.edu/eg/opac/record/231652,The historian's history of the United States,"Berky, Andrew S. 1922-",,,1966,,History;United States;United States History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/231652,record,url,eng,,,
231656,https://catalog.sage.eou.edu/eg/opac/record/231656,"Writing the range : race, class, and culture in the women's West",,,,1997,,West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.);Women -- History -- Minority women -- History -- Frontier and pioneer life -- History -- Race relations -- History -- Ethnic relations -- History;Women West (U.S.) History Minority women West (U.S.) History Frontier and pioneer life West (U.S.) History West (U.S.) Race relations History West (U.S.) Ethnic relations History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/231656,record,url,eng,,,"{""0806128771 (pbk. : alk. paper)"",""0806129522 (paper : alk. paper)"",""0806129298 (cloth : alk. paper)""}"
232194,https://catalog.sage.eou.edu/eg/opac/record/232194,They sang for horses : the impact of the horse on Navajo and Apache folklore,"Clark, LaVerne Harrell.",,,1966,,Navajo Indians -- Apache Indians -- Indians of North America -- Indians of North America -- Domestic animals;Navajo Indians Apache Indians Indians of North America Folklore Indians of North America Domestic animals,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/232194,record,url,eng,,,
233038,https://catalog.sage.eou.edu/eg/opac/record/233038,Indian legends from the northern Rockies,"Clark, Ella E. (Ella Elizabeth) 1896-1984",,,1966,,"Indians of North America -- Folklore;Indians of North America Northwest, Pacific Folklore;Northwest, Pacific",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/233038,record,url,eng,,,"{""0806120878 (pbk.)""}"
233624,https://catalog.sage.eou.edu/eg/opac/record/233624,A walk toward Oregon : a memoir,"Josephy, Alvin M. 1915-2005",,,2000,,"20th century;Josephy, Alvin M 1915-2005;Josephy, Alvin M 1915-2005 Journalists United States Biography Historians United States Biography New York (N.Y.) Social life and customs 20th century;Journalists -- Historians -- Social life and customs;United States -- United States -- New York (N.Y.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/233624,record,url,eng,,,{0375409106}
236242,https://catalog.sage.eou.edu/eg/opac/record/236242,The Nez Perce Indians and the opening of the Northwest,"Josephy, Alvin M. 1915-2005",,,1997,,"Nez Percé Indians -- History -- History;Nez Percé Indians History Northwest, Pacific History;Northwest, Pacific",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/236242,record,url,eng,,,{0395850118}
236744,https://catalog.sage.eou.edu/eg/opac/record/236744,"Empty nets : Indians, dams, and the Columbia River","Ulrich, Roberta",,,1999,,Indians of North America -- Fishing -- Law and legislation -- History -- Indians of North America -- Fishing -- Law and legislation -- History -- Indians of North America -- Fishing -- History -- Indians of North America -- Fishing -- History -- Pacific salmon fisheries -- History;Indians of North America Fishing Law and legislation Oregon History Indians of North America Fishing Law and legislation Washington (State) History Indians of North America Fishing Oregon History Indians of North America Fishing Washington (State) History Pacific salmon fisheries Columbia River History;Oregon -- Washington (State) -- Oregon -- Washington (State) -- Columbia River,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/236744,record,url,eng,,,"{""0870714694 (alk. paper)""}"
237775,https://catalog.sage.eou.edu/eg/opac/record/237775,Sitting Bull and the Battle of the Little Big Horn,"Black, Sheila (Sheila Fiona)",,,1989,,"Dakota Indians -- Hunkpapa Indians -- Kings and rulers -- Little Bighorn, Battle of the, Mont., 1876;Sitting Bull 1831-1890;Sitting Bull 1831-1890 Juvenile literature Dakota Indians Biography Biography Hunkpapa Indians Kings and rulers Biography Juvenile literature Little Bighorn, Battle of the, Mont., 1876 Juvenile literature",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/237775,record,url,eng,,,"{""0382097610 (pbk.) :"",""0382095723 (lib. bdg.) :""}"
239225,https://catalog.sage.eou.edu/eg/opac/record/239225,Black Elk speaks : being the life story of a holy man of the Oglala Sioux,Black Elk 1863-1950,,,1988,,Black Elk 1863-1950;Black Elk 1863-1950 Oglala Indians Biography Oglala Indians Religion Lakota Indians;Oglala Indians -- Oglala Indians -- Religion -- Lakota Indians,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/239225,record,url,eng,,,"{0329143239,""0803283598 (pbk.)""}"
239306,https://catalog.sage.eou.edu/eg/opac/record/239306,Sequoyah and the Cherokee alphabet,"Cwiklik, Robert",,,1989,,Cherokee Indians -- Indians of North America -- Cherokee language -- Writing;Sequoyah 1770?-1843;Sequoyah 1770?-1843 Juvenile literature Cherokee Indians Biography Biography Indians of North America Southern States Biography Juvenile literature Cherokee language Writing Juvenile literature;Southern States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/239306,record,url,eng,,,"{""0382097599 (pbk.) :"",""0382095707 (lib. bdg.) :""}"
240148,https://catalog.sage.eou.edu/eg/opac/record/240148,Balancing water : restoring the Klamath Basin,"Blake, Tupper Ansel",,,2000,,Klamath River Watershed (Or. and Calif.) -- Klamath River Watershed (Or. and Calif.);Water use;Water use Klamath River Watershed (Or. and Calif.) Klamath River Watershed (Or. and Calif.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/240148,record,url,eng,,,"{""0520213149 (cl. : alk. paper)""}"
240883,https://catalog.sage.eou.edu/eg/opac/record/240883,The Wallowa Mountains : a natural history guide,"Pohs, Keith.","Portland, Or. : Northwest Mountain Works, 2000.",,2000,,Natural history;Natural history Oregon Wallowa Mountains Wallowa Mountains (Or.);Oregon -- Wallowa Mountains -- Wallowa Mountains (Or.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/240883,record,url,eng,,,"{""0967913802 (pbk.)""}"
249005,https://catalog.sage.eou.edu/eg/opac/record/249005,A Sense of history : the best writing from the pages of American heritage,,,,1985,,History;United States;United States History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/249005,record,url,eng,,,"{""0828111758 :""}"
249540,https://catalog.sage.eou.edu/eg/opac/record/249540,Encyclopedia of North American Indians,,,,1996,,Indians of North America;Indians of North America Encyclopedias,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/249540,record,url,eng,,,{0395669219}
249553,https://catalog.sage.eou.edu/eg/opac/record/249553,The new encyclopedia of the American West,,,,1998,,History -- Frontier and pioneer life;West (U.S.) -- West (U.S.);West (U.S.) History Encyclopedias Frontier and pioneer life West (U.S.) Encyclopedias,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/249553,record,url,eng,,,"{""0300070888 (alk. paper)""}"
250076,https://catalog.sage.eou.edu/eg/opac/record/250076,The ecological Indian : myth and history,"Krech, Shepard III 1944-",,,1999,,Indian philosophy -- Indians of North America -- Public opinion -- Human ecology -- Philosophy -- Philosophy of nature -- Indians in popular culture -- Public opinion;Indian philosophy North America Indians of North America Public opinion Human ecology North America Philosophy Philosophy of nature North America Indians in popular culture North America Public opinion North America;North America -- North America -- North America -- North America -- North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/250076,record,url,eng,,,{0393047555}
250077,https://catalog.sage.eou.edu/eg/opac/record/250077,All our relations : native struggles for land and life,"LaDuke, Winona.",,,1999,,Indians of North America -- Land tenure -- Human ecology -- Environmental protection;Indians of North America Land tenure Human ecology North America Environmental protection North America;North America -- North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/250077,record,url,eng,,,"{""9780896085992 (pbk. : alk. paper)"",""0896085996 (pbk. : alk. paper)"",""0896086003 (cloth : alk. paper)""}"
250291,https://catalog.sage.eou.edu/eg/opac/record/250291,The Buchmans,"Henley, John 1951-",,,2001,,German American families -- Publishers and publishing -- African American families -- Freedmen;German American families Fiction Publishers and publishing Fiction African American families Fiction Freedmen Fiction;domestic fiction western fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/250291,record,url,eng,,,"{""0786223855 (alk. paper)""}"
250547,https://catalog.sage.eou.edu/eg/opac/record/250547,Snow Mountain passage : a novel of the Donner party,"Houston, James D.",,,2001,,1846-1850;California;Donner Party -- History -- Overland journeys to the Pacific;Donner Party Fiction California History 1846-1850 Fiction Overland journeys to the Pacific Fiction;historical fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/250547,record,url,eng,,,{0375411038}
251291,https://catalog.sage.eou.edu/eg/opac/record/251291,"Looking back at our town : a photographic portrait of Wallowa, Oregon",,,,2001,,History -- History;Wallowa (Or.) -- Wallowa (Or.);Wallowa (Or.) History Wallowa (Or.) History Pictorial works,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/251291,record,url,eng,,,{1930111045}
254493,https://catalog.sage.eou.edu/eg/opac/record/254493,Heart earth,"Doig, Ivan",,,1994,,"20th century;Doig, Ivan;Doig, Ivan Family Novelists, American 20th century Family relationships Novelists, American Family relationships Montana Ranch life Montana Montana Biography;Family -- Novelists, American -- Family relationships -- Novelists, American -- Family relationships -- Ranch life;Montana -- Montana -- Montana",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/254493,record,url,eng,,,"{""0140235086 (pbk.)""}"
254751,https://catalog.sage.eou.edu/eg/opac/record/254751,Open horizons,"Olson, Sigurd F. 1899-1982",,,1969,,Natural history -- Natural history;Natural history North America Natural history Outdoor books;North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/254751,record,url,eng,,,
256870,https://catalog.sage.eou.edu/eg/opac/record/256870,Plains Indian mythology,"Marriott, Alice 1910-1992",,,1975,,Great Plains -- Great Plains;Indians of North America -- Religion -- Indians of North America;Indians of North America Great Plains Religion Indians of North America Great Plains Folklore,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/256870,record,url,eng,,,{0690006942}
257388,https://catalog.sage.eou.edu/eg/opac/record/257388,Nez Perce texts,"Aoki, Haruo",,,1979,,Nez Percé language -- Nez Percé Indians -- Nez Percé Indians;Nez Percé language Texts Nez Percé Indians Nez Percé Indians Folklore,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/257388,record,url,eng,,,{0520095936}
258541,https://catalog.sage.eou.edu/eg/opac/record/258541,A part,"Berry, Wendell 1934-",,,1980,,,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/258541,record,url,eng,,,"{""0865470073 :""}"
258576,https://catalog.sage.eou.edu/eg/opac/record/258576,"Noon nee-me-poo (We, the Nez Perces) : culture and history of the Nez Perces","Slickpoo, Allen P.",,,1973,,Nez Percé Indians,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/258576,record,url,eng,,,
259073,https://catalog.sage.eou.edu/eg/opac/record/259073,The Parkman reader : from the works of Francis Parkman,"Parkman, Francis 1823-1893",,,1955,,"Canada -- United States;Canada History To 1763 (New France) United States History Colonial period, ca. 1600-1775;History -- History;To 1763 (New France) -- Colonial period, ca. 1600-1775",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/259073,record,url,eng,,,
259357,https://catalog.sage.eou.edu/eg/opac/record/259357,"Madison's ""Advice to my country,""","Koch, Adrienne 1912-1971",,,1966,,"History -- History;Madison, James 1751-1836;Madison, James 1751-1836 United States History History;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/259357,record,url,eng,,,
259930,https://catalog.sage.eou.edu/eg/opac/record/259930,Between two fires: American Indians in the Civil War,"Hauptman, Laurence M.",,,,,"19th century -- Civil War, 1861-1865 -- Civil War, 1861-1865;Indians of North America -- History -- Indians of North America -- History -- History -- History;Indians of North America History 19th century Indians of North America History Civil War, 1861-1865 United States History Civil War, 1861-1865 History;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/259930,record,url,,,,{002913180X}
261261,https://catalog.sage.eou.edu/eg/opac/record/261261,The legacy of conquest : the unbroken past of the American West,"Limerick, Patricia Nelson 1951-",,,1988,,History -- Historiography;West (U.S.) -- West (U.S.);West (U.S.) History West (U.S.) Historiography,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/261261,record,url,eng,,,"{""0393304973 (pbk.) :""}"
261826,https://catalog.sage.eou.edu/eg/opac/record/261826,The great American frontier : a story of western pioneering,"Clark, Thomas Dionysius 1903-2005",,,,,Frontier and pioneer life -- History;Frontier and pioneer life West (U.S.) West (U.S.) History Sources;West (U.S.) -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/261826,record,url,eng,,,"{067260146X,0672515113}"
261846,https://catalog.sage.eou.edu/eg/opac/record/261846,Pardner of the wind : story of the Southwestern cowboy,"Thorp, N. Howard (Nathan Howard) 1867-1940",,,,,"Cowboys -- Frontier and pioneer life -- History;Southwest, New -- Southwest, New -- Southwest, New;Thorp, N. Howard (Nathan Howard) 1867-1940;Thorp, N. Howard (Nathan Howard) 1867-1940 Cowboys Southwest, New Biography Frontier and pioneer life Southwest, New Southwest, New History",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/261846,record,url,eng,,,"{0803258755,080320938X}"
261956,https://catalog.sage.eou.edu/eg/opac/record/261956,The American heritage history of the law in America,"Schwartz, Bernard 1923-1997",,,1974,,Law -- History;Law United States History;United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/261956,record,url,eng,,,"{""0070793859 (deluxe)"",0070557497}"
262638,https://catalog.sage.eou.edu/eg/opac/record/262638,Spain in America,"Gibson, Charles 1920-1985",,,1966,,America -- Spain -- America -- America;America History To 1810 Spain Colonies America America Civilization Civilization;History -- Colonies -- Civilization -- Civilization;To 1810,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/262638,record,url,eng,,,
262929,https://catalog.sage.eou.edu/eg/opac/record/262929,Indian life : transforming an American myth,,,,1977,,Great Plains -- United States;Indians of North America -- Public opinion -- Public opinion;Indians of North America Great Plains Public opinion Public opinion United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/262929,record,url,eng,,,"{""0806125136 (pbk.)"",""0806114347 :""}"
263364,https://catalog.sage.eou.edu/eg/opac/record/263364,This is the West,"Howard, Robert West 1908-1988",,,1957,,History -- Description and travel;West (U.S.) -- West (U.S.);West (U.S.) History West (U.S.) Description and travel,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/263364,record,url,eng,,,
264668,https://catalog.sage.eou.edu/eg/opac/record/264668,America in the '40s : a sentimental journey,,,,,,"1918-1945 -- 1918-1945 -- 1945-1970 -- 1945-1970;Social life and customs -- Social life and customs -- Social life and customs -- Social life and customs -- World War, 1939-1945;United States -- United States -- United States -- United States -- United States;United States Social life and customs 1918-1945 United States Social life and customs 1918-1945 Pictorial works United States Social life and customs 1945-1970 United States Social life and customs 1945-1970 Pictorial works World War, 1939-1945 United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/264668,record,url,,,,{0762100109}
265174,https://catalog.sage.eou.edu/eg/opac/record/265174,The day of the cattleman,"Osgood, Ernest Staples 1888-",,,1957,,Cattle trade -- Rangelands;Cattle trade West (U.S.) Rangelands West (U.S.);West (U.S.) -- West (U.S.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/265174,record,url,eng,,,
267070,https://catalog.sage.eou.edu/eg/opac/record/267070,comstock commotion,"beebe, lucius",stanford university press,,1954,,History;Territorial enterprise and Virginia City news Territorial enterprise and Virginia City news Virginia City (Nev.) History;Virginia City (Nev.),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/267070,record,url,eng,,,
267140,https://catalog.sage.eou.edu/eg/opac/record/267140,The quiet crisis,"Udall, Stewart L.",,,1963,,Conservation of natural resources -- History;Conservation of natural resources United States History;United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/267140,record,url,eng,,,
268299,https://catalog.sage.eou.edu/eg/opac/record/268299,Seeds of change : a quincentennial commemoration,,,,1991,,"America -- America;Columbus, Christopher;Columbus, Christopher Influence Exhibitions America Discovery and exploration Spanish Exhibitions Indians of North America First contact with Europeans Exhibitions America History To 1810 Exhibitions;Influence -- Discovery and exploration -- Spanish -- Indians of North America -- First contact with Europeans -- History;To 1810",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/268299,record,url,eng,,,"{""1560980362 (paper)"",""1560980354 (cloth)""}"
268662,https://catalog.sage.eou.edu/eg/opac/record/268662,A religious history of America,"Gaustad, Edwin S. (Edwin Scott)",,,1966,,Church history;United States;United States Church history,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/268662,record,url,eng,,,
268937,https://catalog.sage.eou.edu/eg/opac/record/268937,Runes of the North,"Olson, Sigurd F. 1899-1982",,,1963,,"Description and travel -- Description and travel -- Description and travel;Northwest, Canadian -- Quetico-Superior Country (Ont. and Minn.) -- Alaska;Northwest, Canadian Description and travel Quetico-Superior Country (Ont. and Minn.) Description and travel Alaska Description and travel",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/268937,record,url,eng,,,
268947,https://catalog.sage.eou.edu/eg/opac/record/268947,The New Deal for artists,"McKinzie, Richard D.",,,1973,,Federal Art Project;Federal Art Project Federal aid to the arts United States;Federal aid to the arts;United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/268947,record,url,eng,,,{0691046131}
269058,https://catalog.sage.eou.edu/eg/opac/record/269058,"The cattle-trailing industry: between supply and demand, 1866-1890","Skaggs, Jimmy M.",,,1973,,Cattle trade -- History -- Cattle -- Transportation -- Cattle -- Transportation -- History;Cattle trade Texas History Cattle Transportation Cattle Transportation Texas History;Texas -- Texas,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/269058,record,url,eng,,,{0700601015}
269217,https://catalog.sage.eou.edu/eg/opac/record/269217,"pundits, poets and wits","meyer, karl e",oxford university press,,1990,,"Advice columns;American newspapers;English prose.;Letters to the editor;Letters to the editor -- Advice columns -- American newspapers -- Sections, columns, etc -- English prose. -- United States.;Sections, columns, etc;United States;United States -- United States;United States.;n-us--- Letters to the editor United States Advice columns United States American newspapers Sections, columns, etc English prose. United States.",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/269217,record,url,eng,,,"{0195060636,0195071379}"
269239,https://catalog.sage.eou.edu/eg/opac/record/269239,A history of the Lewis and Clark journals,"Cutright, Paul Russell 1897-1988",,,1975,,"Historians;Lewis, Meriwether 1774-1809;Lewis, Meriwether 1774-1809 Historians United States Biography;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/269239,record,url,eng,,,{0806112468}
270063,https://catalog.sage.eou.edu/eg/opac/record/270063,"Boots and saddles : or, Life in Dakota with General Custer","Custer, Elizabeth Bacon 1842-1933",,,1961,,"Custer, George A. (George Armstrong) 1839-1876;Custer, George A. (George Armstrong) 1839-1876 United States. Army;Custer, George A. (George Armstrong) 1839-1876 United States. Army Military life Frontier and pioneer life Dakota Territory;Dakota Territory;Military life -- Frontier and pioneer life;United States. Army",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/270063,record,url,eng,,,
270343,https://catalog.sage.eou.edu/eg/opac/record/270343,Westering man : the life of Joseph Walker,"Gilbert, Bil",,,1983,,"Frontier and pioneer life -- Pioneers -- Explorers -- History -- History;To 1848 -- 1848-1860;Walker, Joseph Rutherford 1798-1876;Walker, Joseph Rutherford 1798-1876 Frontier and pioneer life West (U.S.) Pioneers West (U.S.) Biography Explorers West (U.S.) Biography West (U.S.) History To 1848 West (U.S.) History 1848-1860;West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.) -- West (U.S.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/270343,record,url,eng,,,"{""0689112416 :""}"
271807,https://catalog.sage.eou.edu/eg/opac/record/271807,America's first civilization,"Coe, Michael D.",,,1968,,Olmecs,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/271807,record,url,eng,,,
272174,https://catalog.sage.eou.edu/eg/opac/record/272174,Another look at Atlantis : and fifteen other essays,"Ley, Willy 1906-1969",,,1969,,Science -- Technology;Science Technology,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/272174,record,url,eng,,,
272319,https://catalog.sage.eou.edu/eg/opac/record/272319,Great river : the Rio Grande in North American history,"Horgan, Paul 1903-1995",,,1954,,"North America -- Texas -- Rio Grande (Colo.-Mexico and Tex.) -- Rio Grande Valley (Colo.-Mexico and Tex.) -- Mexico -- Mexico -- Mexico -- Mexico -- Mexico -- United States;Rivers -- History -- History -- History -- History -- History -- History -- History -- History;Rivers North America Texas History Rio Grande (Colo.-Mexico and Tex.) Rio Grande Valley (Colo.-Mexico and Tex.) History Mexico History To 1519 Mexico History Conquest, 1519-1540 Mexico History Spanish colony, 1540-1810 Mexico History Wars of Independence, 1810-1821 Mexico History 1821-1861 United States History;To 1519 -- Conquest, 1519-1540 -- Spanish colony, 1540-1810 -- Wars of Independence, 1810-1821 -- 1821-1861",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/272319,record,url,eng,,,
272391,https://catalog.sage.eou.edu/eg/opac/record/272391,America's western frontiers : the exploration and settlement of the Trans-Mississippi West,"Hawgood, John A. (John Arkas) 1905-1971",,,1967,,History -- Explorers;West (U.S.) -- United States;West (U.S.) History Explorers United States,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/272391,record,url,eng,,,
272471,https://catalog.sage.eou.edu/eg/opac/record/272471,A treasury of great American speeches : our country's life and history in the words of its great men,"Hurd, Charles 1903-1968",,,1959,,"Speeches, addresses, etc., American -- History;Speeches, addresses, etc., American United States History;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/272471,record,url,eng,,,
273089,https://catalog.sage.eou.edu/eg/opac/record/273089,The war on Powder River,"Smith, Helena Huntington",,,1966,,"Johnson County War, 1892",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/273089,record,url,eng,,,
273859,https://catalog.sage.eou.edu/eg/opac/record/273859,When the legends die,"Borland, Hal 1900-1978",,,1976,,,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/273859,record,url,eng,,,{0553135074}
273947,https://catalog.sage.eou.edu/eg/opac/record/273947,The earth shall weep : a history of Native America,"Wilson, James 1949-","New York : Atlantic Monthly Press ; [Berkeley, Calif. : Distributed by Publishers Group West, 1999]",,1999,,"Indians of North America -- History -- Indians, Treatment of -- Indians of North America -- Government relations;Indians of North America History Indians, Treatment of North America Indians of North America Government relations;North America",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/273947,record,url,eng,,,{0871137305}
274338,https://catalog.sage.eou.edu/eg/opac/record/274338,Women of the West,"Luchetti, Cathy 1945-",,,1992,,West (U.S.) -- West (U.S.) -- West (U.S.);Women -- Women -- Women -- History;Women West (U.S.) Biography Women West (U.S.) Correspondence Women West (U.S.) History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/274338,record,url,eng,,,"{""0517591626 :""}"
275978,https://catalog.sage.eou.edu/eg/opac/record/275978,Gaining ground : the renewal of America's small farms,"MacFadyen, J. Tevere",,,1984,,"Farms, Small;Farms, Small United States;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/275978,record,url,eng,,,{0030695635}
276990,https://catalog.sage.eou.edu/eg/opac/record/276990,The spirit of native America : beauty and mysticism in American Indian art,"Walters, Anna Lee 1946-",,,1989,,Indian art -- Indians of North America -- Religion;Indian art North America Indians of North America Religion;North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/276990,record,url,eng,,,{0877015155}
277553,https://catalog.sage.eou.edu/eg/opac/record/277553,Meadow Lake : gold town  by Paul Fatout,"Fatout, Paul",,,,,California;Gold mines and mining -- Gold discoveries;Gold mines and mining California Gold discoveries,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/277553,record,url,eng,,,{0803257880}
277840,https://catalog.sage.eou.edu/eg/opac/record/277840,An old fashioned Christmas,"Engle, Paul 1908-1991",,,1964,,Christmas,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/277840,record,url,eng,,,
278163,https://catalog.sage.eou.edu/eg/opac/record/278163,Oglala religion,"Powers, William K.",,,,,Great Plains -- Great Plains;Oglala Indians -- Religion -- Oglala Indians -- Social life and customs -- Oglala Indians -- Ethnic identity -- Indians of North America -- Religion -- Indians of North America -- Ethnic identity;Oglala Indians Religion Oglala Indians Social life and customs Oglala Indians Ethnic identity Indians of North America Great Plains Religion Indians of North America Great Plains Ethnic identity,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/278163,record,url,eng,,,"{""0803287062 (pbk)""}"
278945,https://catalog.sage.eou.edu/eg/opac/record/278945,Coyote was going there : Indian literature of the Oregon country,,,,1980,,Indians of North America -- Folklore -- Indian literature -- American literature;Indians of North America Oregon Folklore Indian literature Oregon Translations into English American literature;Oregon -- Oregon,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/278945,record,url,eng,,,"{029595731X,9780295957319}"
281873,https://catalog.sage.eou.edu/eg/opac/record/281873,Saga of Chief Joseph,"Howard, Helen Addison",,,,,Joseph (Nez Percé chief) 1840-1904;Joseph (Nez Percé chief) 1840-1904 Nez Percé Indians;Nez Percé Indians,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/281873,record,url,eng,,,
